NoLink,Provinsi,KotaKab,Link,TipeFaskes,No,KodeFaskes,NamaFaskes,LatLongFaskes,AlamatFaskes,TelpFaskes
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,11,10050502,"Puskesmas Jalan Kutai
                    
                        

","http://maps.google.co.id/?q=-6.222254,106.610377","Jl. Kecubung Raya, Perumahan H","
 0-085694904124
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,12,10050503,"Puskesmas Jalan Emas
                    
                        

","http://maps.google.co.id/?q=-6.244316,106.561775",Jl. Emas Raya No 9A Perumnas 2,"
 021-55652703
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,13,10050504,"Puskesmas Kelapa Dua
                    
                        

","http://maps.google.co.id/?q=-6.23516,106.611059",Jl. Layar Iv Perum Kelapa Dua,"
 021-22226944
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,14,10050601,"Puskesmas Legok
                    
                        

","http://maps.google.co.id/?q=-6.182628,106.626618",Jl. Raya Karawaci Legok,"
 021-5471568
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,15,10050602,"Puskesmas Bojong Nangka
                    
                        

","http://maps.google.co.id/?q=-6.251142,106.604347",Perumahan Dasana Indah,"
 021-547623 
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,16,10050701,"Puskesmas Cikupa
                    
                        

","http://maps.google.co.id/?q=-6.228371,106.522556",Jl. Raya Serang Km 15,"
 021-22018896
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,17,10050702,"Puskesmas Panongan
                    
                        

","http://maps.google.co.id/?q=-6.275916,106.526944",Jl. Raya Panongan,"
 021-59406023
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,18,10050801,"Puskesmas Balaraja
                    
                        

","http://maps.google.co.id/?q=-6.206099,106.450461",Jl. Raya Serang Km 24 ,"
 021-5952609
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,19,10050802,"Puskesmas Gembong
                    
                        

","http://maps.google.co.id/?q=-6.2181,106.440426",Jl. Raya Serang Dangdeur,"
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,20,10050803,"Puskesmas Sukamulya
                    
                        

","http://maps.google.co.id/?q=-6.275916,106.526944",Jl. Raya Kronjo,"
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,21,10050901,"Puskesmas Tiga Raksa
                    
                        

","http://maps.google.co.id/?q=-6.260697,106.467762",Jl. Kongsi No. 12 ,"
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,22,10050902,"Puskesmas Jambe
                    
                        

","http://maps.google.co.id/?q=-6.323659,106.493368",Jl. Raya Tipar-Daru No. 7,"
 021-5992331
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,23,10050903,"Puskesmas Pasir Nangka
                    
                        

","http://maps.google.co.id/?q=-6.240818,106.472955",Jl. Raya Jaya Sentika ,"
 021-5993723
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,24,10051001,"Puskesmas Cisoka
                    
                        

","http://maps.google.co.id/?q=-6.270253,106.420391",Jl. Raya Cisoka Tigaraksa,"
 021-59750820
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,25,10051101,"Puskesmas Kresek
                    
                        

","http://maps.google.co.id/?q=-6.025165,106.349602",Jl. Raya Syech Nawawi No. 2,"
 021-59380617
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,26,10051102,"Puskesmas Gunung Kaler
                    
                        

","http://maps.google.co.id/?q=-6.096177,106.363764",Jl. Syech Nawawi,"
 0-082123151561
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,27,10051201,"Puskesmas Kronjo
                    
                        

","http://maps.google.co.id/?q=-6.06016,106.424017",Jl Raya Kronjo Balaraja No. 1 ,"
 021-59390764 
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,28,10051202,"Puskesmas Mekar Baru
                    
                        

","http://maps.google.co.id/?q=-6.0665625,106.38423",Jl. Kh Suhaemi No. 3,"
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,29,10051301,"Puskesmas Teluk Naga
                    
                        

","http://maps.google.co.id/?q=-6.096945,106.642127",Desa Kampung Melayu Timur,"
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,30,10051302,"Puskesmas Tegal Angus
                    
                        

","http://maps.google.co.id/?q=-6.045394,106.661525","Jl Raya Tanjung Pasir Km 2,5 ","
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,31,10051303,"Puskesmas Sukadiri
                    
                        

","http://maps.google.co.id/?q=-6.067511,106.557854",Jl. Raya Sukadiri ,"
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,32,10051401,"Puskesmas Kosambi
                    
                        

","http://maps.google.co.id/?q=-6.072963,106.69404",Jl. Raya Bojong Renget ,"
 021-55932241
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,33,10051403,"Puskesmas Salembaran Jaya
                    
                        

","http://maps.google.co.id/?q=-6.071938,106.6535",Jl. Putri 3 ,"
 0-8139884627
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,34,10051501,"Puskesmas Sepatan
                    
                        

","http://maps.google.co.id/?q=-6.115763,106.574001",Jl. Raya Mauk Km. 11 ,"
  021-59372087 
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,35,10051502,"Puskesmas Kedaung Barat
                    
                        

","http://maps.google.co.id/?q=-6.13425,106.620306",Jl. Raya Kedaung Barat ,"
 021-59372515
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,36,10051601,"Puskesmas Paku Haji
                    
                        

","http://maps.google.co.id/?q=-6.047016,106.617107",Kp. Jembatan Papan Desa Kiara ,"
 0813-15626069
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,37,10051701,"Puskesmas Mauk
                    
                        

","http://maps.google.co.id/?q=-6.067927,106.51278",Jl. Raden Machmud No.2 Kelurah,"
 021-59330159 
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,38,10051702,"Puskesmas Kemiri
                    
                        

","http://maps.google.co.id/?q=-6.067927,106.51278",Jl. Raya Kemiri,"
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,39,10051704,"Puskesmas Kotabumi
                    
                        

","http://maps.google.co.id/?q=-6.169228,106.559029",Jl. Canna Raya No. 1 P. Indah,"
 021-5928094
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,40,10051801,"Puskesmas Rajeg
                    
                        

","http://maps.google.co.id/?q=-6.126516,106.526949",Jl. Raya Rajeg - Mauk 60,"
 021-59350688
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,41,10051802,"Puskesmas Cikuya
                    
                        

","http://maps.google.co.id/?q=-6.321265,106.413443",Jl. Raya Taman Adiyasa No. 1,"
 021-59750928
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,42,10051901,"Puskesmas Sindang Jaya
                    
                        

","http://maps.google.co.id/?q=-6.1677445,106.4977165",Jl. Raya Pondok,"
 021-5905713 
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Puskesmas,43,10052501,"Puskesmas Jayanti
                    
                        

","http://maps.google.co.id/?q=-6.2008,106.399298",Jl. Raya Serang Km 35,"
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Dokter Praktik Perorangan,-,-,-,-,-,-
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Dokter Gigi,-,-,-,-,-,-
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Utama,1,0221U152,"Praktek dr. Daniel Noer
                    
                        

","http://maps.google.co.id/?q=-6.165098,106.576085",Jl. Raya Korelet,"
 0- 08138952069
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Utama,2,0221U153,"Praktek Dr Dedi Heriansyah B
                    
                        

","http://maps.google.co.id/?q=-6.2320581,106.4361336",Bukit Gading Balarajablok L1/5,"
 0-082166669606
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Utama,3,0221U154,"Praktek Dr Asmani 
                    
                ",-,Jl. Raya Serang Km 16.8,"
 0-082211114815
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,1,02210005,"Sikes Satrad 211 Tj. Kait
                    
                        

","http://maps.google.co.id/?q=-6.036432,106.520162",Jl. Raya Mauk Tanjung Kait,"
 021-59331635
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,2,02210007,"Polres Kota Tanggerang
                    
                        

","http://maps.google.co.id/?q=-6.167216,106.672693",Kadu Agung Tigaraksa,"
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,3,0221B109,"Bp Mulya Rahayu (Jst)
                    
                        

","http://maps.google.co.id/?q=-6.292587,106.577991",Kp. Candu,"
 021-59491707
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,4,0221B110,"Bp Omega (Jst)
                    
                        

","http://maps.google.co.id/?q=-6.23277,106.52138",Rukan Danau A2/10 Citra Raya,"
 021-59400203
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,5,0221B111,"Bp Permata Hati (Jst)
                    
                        

","http://maps.google.co.id/?q=-6.20682,106.45147","Jl. Raya Serang Km 12,5","
 021-59406927
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,6,0221B112,"Bp Saka Nugraha (Jst)
                    
                        

","http://maps.google.co.id/?q=-6.208378,106.376701",Jl.Pon Pes Daar El Qolam ,"
 021-59450203
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,7,0221B113,"Bp Suaka Insani (Tjs)
                    
                        

","http://maps.google.co.id/?q=-6.228404,106.521503",Jl. Raya Serang Km 15,"
 021-59402820
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,8,0221B114,"Klinik Mekar Asri (Jst)
                    
                        

","http://maps.google.co.id/?q=-6.14935,106.563935",Jl.Raya Kuta Baru Ruko Pondok ,"
 021-5909766
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,9,0221B115,"Klinik Mutiara Bunda (Jst)
                    
                        

","http://maps.google.co.id/?q=-6.171703,106.544344",Jl.Pasar Kemis,"
 021-5921029
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,10,0221B116,"Klinik Amanah Bunda (Jst)
                    
                        

","http://maps.google.co.id/?q=-6.219645,106.531388",Jl.Raya Serang Km 14,"
 021-5962366
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,11,0221B117,"Klinik Bojong Sehat (Jst)
                    
                        

","http://maps.google.co.id/?q=-6.223789,106.504465",Jl.Sukanegra No.8 Kaw Industri,"
 021-59410487
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,12,0221B118,"Klinik Insan Medika (Jst)
                    
                        

","http://maps.google.co.id/?q=-6.072782,106.656168",Jl.Raya Salembaran,"
 021-22293302
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,13,0221B119,"Klinik Jati Elok
                    
                        

","http://maps.google.co.id/?q=-6.175031,106.633238",Komp Bumi Jati Elok Blok A1/7,"
 021-5977529
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,14,0221B120,"Bp Citra Raya Medika
                    
                        

","http://maps.google.co.id/?q=-6.232275,106.522139",Town House Citra Raya,"
 021-29012426
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,15,0221B121,"Klinik Omega Tuntex
                    
                        

","http://maps.google.co.id/?q=-6.223316,106.527725","Jl.Raya Serang Km. 18,8 ","
 021-59400203
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,16,0221B122,"BP Prima Medika Cikupa
                    
                        

","http://maps.google.co.id/?q=-6.194912,106.585064","Jl. Raya Serang Km 14,8 Ruko B","
 021-5940681
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,17,0221B123,"Klinik Bela Medika
                    
                        

","http://maps.google.co.id/?q=-6.301755,106.59529",Jl. Raya Pagedangan No. 21,"
 021-5379616
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,18,0221B124,"Klinik Damayanti
                    
                        

","http://maps.google.co.id/?q=-6.289931,106.590084",Jl. Jayaningrat No. 2,"
 021-5476399
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,19,0221B126,"Klinik Cibadak Medical Centre
                    
                        

","http://maps.google.co.id/?q=-6.214828,106.494111",Jl. Raya Serang Km 20.5,"
 021-59407133
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,20,0221B127,"Klinik Monhal Persada
                    
                        

","http://maps.google.co.id/?q=-6.228797,106.513869",Jl. Raya Serang Km 23 No. 10 ,"
 021-5951086
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,21,0221B128,"Klinik Suma Medika
                    
                        

","http://maps.google.co.id/?q=-6.225059,106.510645",Perumahan Wisma Mas Blok B Iii,"
 021-59713699
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,22,0221B129,"Klinik Bhakti Mulya
                    
                        

","http://maps.google.co.id/?q=-6.305498,106.72003",",Jl. Raya Kronjo No. 5 Ds. Pas","
 021-59391405
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,23,0221B130,"Klinik Mitra Sehat Curug
                    
                        

","http://maps.google.co.id/?q=-6.25978,106.558966",Jl. Raya Plp Curug No. 16,"
 021-5987817
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,24,0221B131,"Klinik Citra Insani
                    
                        

","http://maps.google.co.id/?q=-6.243737,106.524321",Kawasan Mardi Gras Blok Kf02/0,"
 0-082298946614
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,25,0221B132,"Klinik Amarta
                    
                        

","http://maps.google.co.id/?q=-6.110144,106.569138",Jl.Raya Mauk Perum Gardenia,"
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,26,0221B133,"Klinik Nmc
                    
                        

","http://maps.google.co.id/?q=-6.158121,106.567698",Jl.Mawar Raya No. 28 Blok D2,"
 021-5922601
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,27,0221B134,"Klinik Kmk I
                    
                        

","http://maps.google.co.id/?q=-6.235128,106.623307",Jl. Cikupa Mas Raya No. 17 ,"
 021-59400888
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,28,0221B136,"Klinik Pt. Adis (Adf)
                    
                        

","http://maps.google.co.id/?q=-6.198982,106.453105","Pt. Adis Dimension Footwear 
J","
 021-5951660
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,29,0221B137,"Klinik Pt. Asia Dwimitra I
                    
                        

","http://maps.google.co.id/?q=-6.290202,106.593215","Jl. Raya Legok Km 6,2","
 021-54213923
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,30,0221B138,"Klinik Tirta Santoso - Psk
                    
                        

","http://maps.google.co.id/?q=-6.16722,106.562719",Komplek Perumahan Bumi Indah,"
 021-5950524
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,31,0221B150,"Klinik Hanifa Medika
                    
                        

","http://maps.google.co.id/?q=-6.113626,106.518085",Jl.Raya Rajeg Rajawali,"
 62-87805678965
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,32,0221B151,"Klinik Omega Tigaraksa
                    
                        

","http://maps.google.co.id/?q=-6.264092,106.469503",Jl Jaya Santika,"
 0-081287801656
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,33,0221B152,"Klinik Omega Rajeg
                    
                        

","http://maps.google.co.id/?q=-6.097182,106.518386",Jl.Raya Rajeg Mauk,"
 0-081287801656
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,34,0221B153,"Klinik Omega Kronjo
                    
                        

","http://maps.google.co.id/?q=-6.063551,106.430464",Pagedangan Udik,"
 0-081287801656
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,35,0221B154,"Klinik Rinita
                    
                        

","http://maps.google.co.id/?q=-6.234428,106.62325",Jl.Dayung Raya No. 9 ,"
 021-54211755
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,36,0221B155,"Klinik Pratama
                    
                        

","http://maps.google.co.id/?q=-6.326231,106.56897",Jl.Cirarab Raya No.61Legok Tan,"
 021-54260359
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,37,0221B156,"Klinik Erina Medika
                    
                        

","http://maps.google.co.id/?q=-6.224133,106.508331",Jl. Raya Serang Km 16,"
 021-5962365
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,38,0221B157,"Klinik At-Taqwa
                    
                        

","http://maps.google.co.id/?q=-6.078936,106.648837",Komplek Mutiara Garuda Blok C,"
 021-55930953
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,39,0221B158,"Klinik Prima Sentul
                    
                        

","http://maps.google.co.id/?q=-6.199158,106.452799",Jl.Raya Serang Km. 24,"
 021-59451353
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,40,0221B160,"Klinik Avia Medika
                    
                        

","http://maps.google.co.id/?q=-6.082115,106.543238",Jl. Raya Mauk ,"
 021-95334419
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,41,0221B161,"Klinik Milenia Sejahtera 2
                    
                        

","http://maps.google.co.id/?q=-6.196742,106.458271",Jl.Raya Serang Km.24 ,"
 021-29015571
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,42,0221B162,"Klinik Dr. Jerry
                    
                        

","http://maps.google.co.id/?q=-6.262716,106.557494",Jl.Raya Stpi Curug Ruko Selata,"
 021-5983822
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,43,0221B163,"Klinik Ardhifa Medika
                    
                        

","http://maps.google.co.id/?q=-6.19625,106.527726",Jl. Pasar Kemis Cikupa No. 37,"
 021-5920622
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,44,0221B164,"Klinik Medi Medika
                    
                        

","http://maps.google.co.id/?q=-6.126465,106.380037",Pasar Kresek Kp. Al- Falah,"
 021-59380709
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,45,0221B165,"Klinik Melita
                    
                        

","http://maps.google.co.id/?q=-6.102548,106.58409",Kp.Pisangan Simpang Empat,"
 021-59371535
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,46,0221B166,"Klinik Radifa
                    
                        

","http://maps.google.co.id/?q=-6.239134,106.582373",Ruko Griya Mas Jl. Raya Binong,"
 021-59893535
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,47,0221B167,"Klinik Afiqah
                    
                        

","http://maps.google.co.id/?q=-6.249138,106.509136",Jl.Amd Cibarengkok,"
 021-29878013
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,48,0221B168,"Klinik Satu Hati
                    
                        

","http://maps.google.co.id/?q=-6.185629,106.52732",Jl. Raya Pasar Kemis Kp. Tereu,"
 021-5922551
"
260,Banten,"Kode Faskes dan Alamat Rumah Sakit BPJS di
            Kab. Tangerang",https://lovia.life/id/health/bpjs/area/kab-tangerang,Klinik Pratama,49,0221B169,"Klinik Eco Medika
                    
                        

","http://maps.google.co.id/?q=-6.249008,106.52334",Jl. Ecopolis Boulevard Utama ,"
 021-22596703
"
